Gene_1,Gene_2
ABCG2,SMAD1
ABCG2,SEC24D
ABCG2,ADH5
ABCG2,GPRIN3
ABCG2,IL15
ABCG2,PKD2
ABHD18,ANTXR2
ABHD18,INTU
ABHD18,SEC24B
ABHD18,ADH5
ABHD18,BLTP1
ABHD18,HADH
ABHD18,ANXA5
ABHD18,SHROOM3
ABHD18,BMP2K
ABHD18,HNRNPDL
ABHD18,SEPTIN7P14
ABHD18,PPM1K
ABRAXAS1,KLHL8
ABRAXAS1,CCNI
ABRAXAS1,HELQ
ABRAXAS1,WDFY3-AS2
ADH1B,ARSJ
ADH1B,CAMK2D
ADH1B,ARHGAP24
ADH1B,OTUD4
ADH1B,FAM47E
ADH1B,FAM13A
ADH1C,CDS1
ADH5,ANXA3
ADH5,C4orf3
ADH5,INTU
ADH5,OTUD4
ADH5,PYURF
ADH5,SLC39A8
ADH5,ARHGAP24
AIMP1,ABCE1
ALPK1,CYP2U1
ALPK1,OSTC
ALPK1,USO1
ALPK1,ABHD18
ALPK1,TMEM150C
ALPK1,ANXA3
ALPK1,GPRIN3
ALPK1,ARHGEF38
ALPK1,SEC24B
ALPK1,INTU
ALPK1,LINC01094
ANAPC10,CXCL8
ANAPC10,PPP3CA
ANK2,SCOC
ANK2,GAB1
ANK2,SLC9B2
ANK2,NAP1L5
ANK2,ABCG2
ANK2,SPARCL1
ANK2,SYNPO2
ANK2,PKD2
ANK2,RNF150
ANK2,UNC5C
ANK2,NFKB1
ANK2,ADH5
ANK2,CDS1
ANK2,PYURF
ANK2,PPP3CA
ANK2,SLC39A8
ANK2,SGMS2
ANKRD17,GAR1
ANKRD17,TET2
ANKRD17,LINC01088
ANKRD17,GTF2IP12
ANKRD17,FLJ20021
ANKRD17,SCD5
ANKRD17,ELF2
ANKRD17,ADH5
ANKRD17,BLTP1
ANKRD17,CCNI
ANKRD17,LINC01094
ANKRD17,WDFY3
ANKRD50,MRPL1
ANKRD50,PCDH18
ANKRD50,SLC39A8
ANKRD50,CDKL2
ANKRD50,TSPAN5
ANKRD50,CDS1
ANKRD50,LINC01091
ANKRD50,LIN54
ANKRD50,FAM13A
ANKRD50,AREG
ANKRD50,HADH
ANKRD50,HNRNPDL
ANTXR2,CDKL2
ANTXR2,FAM47E
ANTXR2,ARHGEF38
ANXA3,SLC39A8
ANXA3,SHROOM3
